,Location,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,full.crop.name,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
116,Maharashtra,Sorghum,2,Jowar (Rabi),239,Aug-27,280,10-Jul,259.5,42,358,Dec-24,77,Mar-18,35,85,Sorghum.2,140.5,18.88479324,75.18805626,14269.93803,3.638952113,25.83885565,67.9185465,21.31705938,2.021533117,31.34554613,208.072557,12,1,5,7,25.67678395,159.6884138,0.481946539,12.95585469,207.0982226,0.015391385,16,1.674684096,197,1.121307872,1.98813291,1.715926926,3284.419562,2720.419562,2579.419562,2156.419562,1874.419562,9394.265004,7934.265004,7569.265004,6474.265004,5744.265004,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,131,365,131,131,365,131,23.29375576,38.86708644,365,365,365,365,3,TRUE,3X
117,Maharashtra,Sorghum,2,Jowar (Rabi),267,Sep-24,315,11-Nov,291,49,22,Jan-22,70,03-Nov,46,49,Sorghum.2,120,17.55276661,75.09016839,10557.9484,6.723660556,26.15268371,62.08515847,22.32815536,0.937637876,30.88972847,163.1823276,12,1,5,9,25.85213127,81.40989044,0.667480816,12.43719703,223.7563774,0.006930054,16,1.302287005,197,0.537009689,1.541153127,1.636691336,2820.296472,2340.296472,2220.296472,1860.296472,1620.296472,9516.974721,8056.974721,7691.974721,6596.974721,5866.974721,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,138,365,138,138,365,138,23.5024706,19.22149501,365,365,365,365,3,TRUE,3X
118,Maharashtra,Sorghum,2,Jowar (Rabi),246,09-Mar,280,10-Jul,263,35,29,Jan-29,77,Mar-18,53,49,Sorghum.2,155,19.87540137,76.06722618,8250.337782,3.809177387,26.88107008,66.22394942,21.67980297,4.194591126,33.37809857,194.9986687,12,2,5,8,26.69099525,136.4461169,0.515433533,12.90080249,210.9235098,0.026221802,45,1.626129726,227,0.929168888,2.345336315,1.749522582,3706.486287,3086.486287,2931.486287,2466.486287,2156.486287,9659.233682,8199.233682,7834.233682,6739.233682,6009.233682,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,126,365,126,126,365,126,23.91281475,27.95710832,365,365,365,365,3,TRUE,3X
119,Maharashtra,Wheat,Winter,Wheat,302,Oct-29,336,12-Feb,319,35,64,03-May,98,04-Aug,81,35,Wheat.Winter,127,20.7767129,78.56258551,618.9307466,3.128970118,27.11021037,90.36546048,20.77681918,10.54067186,34.83575304,303.6124554,12,2,5,7,23.33674362,12.06444881,0.7870406,11.9277718,208.2200342,0.056131247,105,2.328658214,197,0.091827675,3.018991431,1.791645506,2956.468691,2448.468691,2321.468691,1940.468691,1686.468691,9652.896009,8192.896009,7827.896009,6732.896009,6002.896009,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,130,365,130,130,365,130,23.27928103,12.42984455,365,365,365,365,3,TRUE,3X
120,Maharashtra,Wheat,Winter,Wheat,295,Oct-22,336,12-Feb,315.5,42,57,Feb-26,105,Apr-15,81,49,Wheat.Winter,130.5,20.532966,79.28966909,562.6829921,3.835937749,27.34585136,104.4674619,20.75960289,8.718889959,35.16342332,367.6510032,12,11,5,7,23.68025904,13.42103241,0.764805272,11.98505349,208.7404551,0.05796902,135,2.785660726,197,0.100864703,3.112979647,1.819080046,3073.809795,2549.809795,2418.809795,2025.809795,1763.809795,9707.251491,8247.251491,7882.251491,6787.251491,6057.251491,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,132,361,132,132,365,132,23.46419691,11.97185561,365,365,365,365,3,TRUE,3X
121,Maharashtra,Wheat,Winter,Wheat,309,11-May,336,12-Feb,322.5,28,85,Mar-26,126,05-Jun,105.5,42,Wheat.Winter,148,19.08532473,74.19645477,1492.742104,2.551189946,25.03725518,83.85979324,20.75121372,0.869293785,30.04084406,312.7150639,1,2,5,7,22.65055793,26.07086874,0.791159717,11.96435892,212.4283581,0.005561506,45,2.56995216,197,0.196411303,1.941426829,1.770539416,3444.251224,2852.251224,2704.251224,2260.251224,1964.251224,9140.632877,7680.632877,7315.632877,6220.632877,5490.632877,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,135,365,135,135,365,135,23.27196773,6.781799245,365,365,365,365,3,TRUE,3X
122,Maharashtra,Wheat,Winter,Wheat,302,Oct-29,350,Dec-16,326,49,78,Mar-19,119,Apr-29,98.5,42,Wheat.Winter,137.5,19.68362314,75.45288469,1610.115261,2.924413838,26.15648185,53.492554,21.24052413,3.396635963,32.19376571,138.2142406,12,2,5,9,22.8509621,21.37909334,0.799310112,11.89833774,208.6274538,0.021447928,45,1.110857115,227,0.164089241,2.223213123,1.669085549,3313.931429,2761.931429,2623.931429,2209.931429,1933.931429,9470.428124,8010.428124,7645.428124,6550.428124,5820.428124,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,123,365,123,123,365,123,24.01814479,7.224569872,365,365,365,365,3,TRUE,3X
123,Maharashtra,Cotton,,Cotton (Kharif),120,Apr-30,189,07-Aug,154.5,70,288,Oct-15,42,02-Nov,347.5,120,Cotton,193,20.960508,78.11638273,1171.1795,2.977998528,27.19491532,82.46802982,21.07938185,8.952582634,34.83353023,273.2111574,12,2,5,7,32.8574633,98.31637049,0.57209837,14.1601179,249.7893706,0.046107766,105,2.131650177,227,0.519154789,2.911362212,1.786830615,5138.135277,4366.135277,4173.135277,3594.135277,3208.135277,9681.498619,8221.498619,7856.498619,6761.498619,6031.498619,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,127,365,127,127,365,127,26.8127654,142.5882332,365,365,365,365,3,FALSE,3
124,Maharashtra,Cotton,,Cotton (Kharif),162,06-Nov,196,Jul-15,179,35,323,Nov-19,7,01-Jul,347.5,50,Cotton,168.5,19.88526245,77.64069603,2013.602141,4.880308288,27.32068418,82.55309107,21.58420725,7.152854315,34.46638677,265.9166887,12,2,5,7,29.56408699,205.4313,0.38914002,14.14171601,205.501735,0.044618171,45,2.087532732,227,1.364048284,2.594119226,1.782910419,4412.206165,3736.206165,3567.206165,3060.206165,2722.206165,9746.419889,8286.419889,7921.419889,6826.419889,6096.419889,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,130,365,130,130,365,130,26.10772879,140.6968952,365,365,365,365,3,FALSE,3
125,Maharashtra,Cotton,,Cotton (Kharif),155,06-Apr,203,Jul-22,179,49,309,11-May,14,Jan-14,344,71,Cotton,165,19.61073413,76.26671717,1214.865848,4.131587015,26.86719747,68.12047046,21.74890297,5.037110964,33.30018865,198.0394887,12,2,5,8,28.63509795,161.6256499,0.382948776,14.12156297,203.7573789,0.031250892,45,1.64313291,227,1.095973759,2.245271417,1.742062629,4259.574325,3599.574325,3434.574325,2939.574325,2609.574325,9657.987344,8197.987344,7832.987344,6737.987344,6007.987344,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,128,365,128,128,365,128,25.81560197,118.1366788,365,365,365,365,3,FALSE,3
126,Maharashtra,Cotton,,Cotton (Kharif),134,May-14,182,07-Jan,158,49,295,Oct-22,343,12-Sep,319,49,Cotton,161,20.75515493,75.63727383,1543.084867,2.727935112,26.86430855,63.13231303,21.31610518,2.721538591,33.65455619,196.644598,12,2,5,8,31.57266721,102.8452649,0.559542593,14.1711696,246.6949003,0.015360584,105,1.663802443,227,0.558511923,2.702810554,1.777335422,4374.594714,3730.594714,3569.594714,3086.594714,2764.594714,9637.405708,8177.405708,7812.405708,6717.405708,5987.405708,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,121,365,121,121,365,121,27.25148929,128.3698036,365,365,365,365,3,FALSE,3
127,Maharashtra,Groundnuts,,Groundnut (Kharif),155,06-Apr,189,07-Aug,172,35,281,10-Aug,322,Nov-18,301.5,42,Groundnuts,129.5,21.15924305,76.39123293,747.8928114,2.106220563,26.66982804,75.35950676,20.88698789,5.238316726,33.62364378,256.6749988,1,2,5,7,30.34634882,162.0349735,0.442305445,14.24869488,219.5885745,0.031239015,105,2.004439797,197,0.999326226,2.867697406,1.800908909,3533.898212,3013.898212,2883.898212,2493.898212,2233.898212,9573.9229,8113.9229,7748.9229,6653.9229,5923.9229,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,124,365,124,124,365,124,27.1878851,173.1729734,365,365,365,365,3,FALSE,3
128,Maharashtra,Groundnuts,,Groundnut (Kharif),155,06-Apr,224,08-Dec,189.5,70,253,09-Oct,336,12-Feb,294.5,84,Groundnuts,105,17.35950331,74.49198163,1776.068302,5.248863635,25.18086955,90.80861188,22.03771102,0.543150125,29.37742367,324.8371625,12,1,5,7,25.16667172,287.0734958,0.29666654,13.90964988,181.0590856,0.004070673,16,2.699225964,197,2.293463574,1.28617846,1.725087426,2598.689778,2178.689778,2073.689778,1758.689778,1548.689778,9191.369967,7731.369967,7366.369967,6271.369967,5541.369967,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,152,365,152,152,365,152,24.74942646,198.5472977,365,365,365,365,3,FALSE,3
129,Maharashtra,Groundnuts,2,Groundnut (Rabi),344,12-Oct,49,Feb-18,14,71,78,Mar-19,154,06-Mar,116,77,Groundnuts.2,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
130,Maharashtra,Pulses,Gram,Gram,288,Oct-15,336,12-Feb,312,49,43,02-Dec,84,Mar-25,63.5,42,Pulses.Gram,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
131,Maharashtra,Pulses,Gram,Gram,274,10-Jan,322,Nov-18,298,49,1,01-Jan,56,Feb-25,28.5,56,Pulses.Gram,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
132,Maharashtra,Pulses,Gram,Gram,281,10-Aug,336,12-Feb,308.5,56,15,Jan-15,77,Mar-18,46,63,Pulses.Gram,102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
133,Maharashtra,Rice,,Paddy (Kharif),134,May-14,175,Jun-24,154.5,42,281,10-Aug,329,Nov-25,305,49,Rice,150.5,18.19819742,73.36222298,4207.531962,6.60710528,26.61725272,278.0405403,23.48496558,0.206772863,29.91992273,1290.587187,1,1,5,7,28.86661296,396.4904801,0.544489161,13.96625863,239.9686823,0.00149925,16,10.57259448,197,2.293996483,1.13606588,1.906934328,4076.074562,3472.074562,3321.074562,2868.074562,2566.074562,9717.665703,8257.665703,7892.665703,6797.665703,6067.665703,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,163,365,163,163,365,163,26.99387127,637.2102932,365,365,365,365,3,FALSE,3
134,Maharashtra,Rice,,Paddy (Kharif),169,Jun-18,210,Jul-29,189.5,42,302,Oct-29,336,12-Feb,319,35,Rice,129.5,20.55755387,79.83696948,6503.706485,4.090604059,27.21887884,115.2694104,20.5317295,7.555743884,35.03437272,417.5136864,12,11,5,7,28.90811219,361.7425621,0.331858194,14.13156307,192.2913716,0.056416566,135,3.156211847,197,2.58007599,3.182619373,1.830506741,3486.348495,2966.348495,2836.348495,2446.348495,2186.348495,9672.646977,8212.646977,7847.646977,6752.646977,6022.646977,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,133,365,133,133,365,133,26.81806535,237.3504191,365,365,365,365,3,FALSE,3
135,Maharashtra,Other,Safflower,Safflower,253,09-Oct,280,10-Jul,266.5,28,358,Dec-24,42,02-Nov,17.5,50,Other.Safflower,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
136,Maharashtra,Other,Safflower,Safflower,253,09-Oct,280,10-Jul,266.5,28,358,Dec-24,56,Feb-25,24.5,64,Other.Safflower,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
137,Maharashtra,Millet,,Bajra (Kharif),148,May-28,210,Jul-29,179,63,246,09-Mar,287,Oct-14,266.5,42,Millet,87.5,19.98109746,74.78767351,9638.44278,2.342842597,25.83916916,58.02117062,21.0480054,1.829202386,31.58748402,164.3891907,1,2,5,7,27.80740897,135.7049845,0.379810222,14.14877645,203.4328346,0.011751635,45,1.330345967,197,0.932433755,2.228270229,1.721298226,2289.426649,1937.426649,1849.426649,1585.426649,1409.426649,9387.926439,7927.926439,7562.926439,6467.926439,5737.926439,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,123,365,123,123,365,123,26.01621192,150.3926291,365,365,365,365,3,FALSE,3
138,Maharashtra,Millet,,Bajra (Kharif),162,06-Nov,217,08-May,189.5,56,260,Sep-17,294,Oct-21,277,35,Millet,87.5,17.88093104,74.50581809,3209.19371,4.525063703,25.25451566,79.28937733,21.53702057,0.645637375,29.85771478,273.0088044,12,1,5,7,25.58831881,240.8143977,0.302369136,13.94494993,182.8961941,0.004888764,16,2.243798563,197,1.892647821,1.583756234,1.715397887,2194.657415,1842.657415,1754.657415,1490.657415,1314.657415,9218.716456,7758.716456,7393.716456,6298.716456,5568.716456,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,143,365,143,143,365,143,24.93928881,193.1544226,365,365,365,365,3,FALSE,3
139,Maharashtra,Pulses,Tur.and.Arhar,Tur/Arhar (Kharif),155,06-Apr,203,Jul-22,179,49,337,12-Mar,21,Jan-21,361.5,50,Pulses.Tur.and.Arhar,182.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
140,Maharashtra,Pulses,Tur.and.Arhar,Tur/Arhar (Kharif),148,May-28,182,07-Jan,165,35,309,11-May,28,Jan-28,351,85,Pulses.Tur.and.Arhar,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
141,Maharashtra,Sunflower,,Sunflower (Kharif),169,Jun-18,210,Jul-29,189.5,42,281,10-Aug,322,Nov-18,301.5,42,Sunflower,112,18.03147598,75.41463567,1150.281509,6.618789229,26.69241639,49.11541683,22.33107528,1.335578086,31.93728661,165.6531084,12,1,5,9,27.06703198,85.92585146,0.313878565,13.95520235,185.6951968,0.00987567,16,1.159196478,258,0.650835724,1.786934812,1.583794842,2940.240728,2492.240728,2380.240728,2044.240728,1820.240728,9660.747506,8200.747506,7835.747506,6740.747506,6010.747506,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,125,365,125,125,365,125,26.25214936,104.2084011,365,365,365,365,3,FALSE,3
142,Maharashtra,Soybeans,,Soyabean (Kharif),162,06-Nov,196,Jul-15,179,35,288,Oct-15,329,Nov-25,308.5,42,Soybeans,129.5,20.4517492,77.90786091,4176.733003,3.230720664,26.73351216,97.99390629,20.9739826,9.404757455,33.92008052,350.1496652,12,2,5,7,29.3308508,250.1421847,0.380011384,14.18364348,203.9851137,0.060658637,45,2.727706964,197,1.677604892,2.753216319,1.793206084,3467.685871,2947.685871,2817.685871,2427.685871,2167.685871,9583.616621,8123.616621,7758.616621,6663.616621,5933.616621,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,133,365,133,133,365,133,26.6745067,211.9778353,365,365,365,365,3,FALSE,3
143,Maharashtra,Sugarcane,,Sugarcane,176,Jun-25,280,10-Jul,228,105,155,06-Apr,238,Aug-26,196.5,84,Sugarcane,333.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
144,Orissa,Rice,,Paddy (Kharif),169,Jun-18,196,Jul-15,182.5,28,302,Oct-29,350,Dec-16,326,49,Rice,143.5,20.48084038,86.1686117,5852.662122,10.67707086,27.22367207,125.2759047,21.68609951,5.056664469,31.36701117,323.5652909,12,12,5,8,29.4776869,261.6283404,0.296686861,14.17138916,184.4027971,0.046582675,350,2.475547852,197,1.925852914,2.428317879,1.608802904,4001.697618,3425.697618,3281.697618,2849.697618,2561.697618,9879.470591,8419.470591,8054.470591,6959.470591,6229.470591,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,173,365,173,173,365,173,27.78956679,232.2833566,365,365,365,365,3,FALSE,3
145,Orissa,Rice,,Paddy (Kharif),162,06-Nov,203,Jul-22,182.5,42,260,Sep-17,308,11-Apr,284,49,Rice,101.5,19.91508727,83.45579907,10139.4782,6.111218645,25.71626072,111.8760473,19.90688953,4.70024306,31.50062775,347.1845519,12,12,5,7,28.03559039,278.3724973,0.33463432,14.12990676,192.6979381,0.043607569,350,2.721385167,197,2.00646613,2.729978063,1.75206482,2710.899665,2302.899665,2200.899665,1894.899665,1690.899665,9350.441586,7890.441586,7525.441586,6430.441586,5700.441586,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,154,365,154,154,365,154,26.57744769,271.0274117,365,365,365,365,3,FALSE,3
146,Orissa,Rice,,Paddy (Kharif),141,May-21,189,07-Aug,165,49,288,Oct-15,350,Dec-16,319,63,Rice,154,19.45584022,84.57844051,3110.092079,8.753285825,25.92154096,100.2569965,21.03321061,5.265800007,29.59088907,236.1816482,12,12,5,7,29.13229609,150.8150679,0.386341786,14.11016502,204.7167892,0.047629271,350,1.840600661,197,1.010823561,2.273667144,1.488996893,4166.414687,3550.414687,3396.414687,2934.414687,2626.414687,9464.400123,8004.400123,7639.400123,6544.400123,5814.400123,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,169,365,169,169,365,169,27.05464083,194.4977776,365,365,365,365,3,FALSE,3
147,Orissa,Rice,,Paddy (Kharif),148,May-28,189,07-Aug,168.5,42,274,10-Jan,301,Oct-28,287.5,28,Rice,119,22.06575449,84.38032001,2250.693753,6.613285471,26.00224578,117.7508199,18.90648422,3.491066009,33.08316459,398.5046793,1,12,5,8,31.08309283,229.1497973,0.374446063,14.31514864,204.6441547,0.035451378,349,3.045032126,227,1.495964304,3.652085426,1.799411882,3302.105168,2826.105168,2707.105168,2350.105168,2112.105168,9357.936651,7897.936651,7532.936651,6437.936651,5707.936651,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,142,365,142,142,365,142,27.79119663,290.1144471,365,365,365,365,3,FALSE,3
148,Orissa,Rice,,Paddy (Kharif),155,06-Apr,210,Jul-29,182.5,56,309,11-May,357,Dec-23,333,49,Rice,150.5,20.88443646,83.49597497,9114.568782,6.327935243,26.22668823,115.5862204,19.78146005,3.758165642,32.92346265,393.8059982,12,12,5,7,28.98190316,307.5879329,0.332889017,14.20126712,193.2478724,0.035808436,349,3.064414786,197,2.181111335,3.162270906,1.816707547,3951.763201,3347.763201,3196.763201,2743.763201,2441.763201,9457.025575,7997.025575,7632.025575,6537.025575,5807.025575,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,140,365,140,140,365,140,26.17061722,210.9658163,365,365,365,365,3,FALSE,3
149,Orissa,Rice,,Paddy (Kharif),141,May-21,175,Jun-24,158,35,260,Sep-17,315,11-Nov,287.5,56,Rice,129.5,21.45703608,85.7298596,2061.381201,5.703396964,25.53931153,114.6063676,19.15788488,4.485705113,31.21504455,320.8185003,12,12,5,8,30.19165933,171.0060394,0.410866992,14.22284036,212.5643011,0.045694414,350,2.527217189,227,1.089295152,3.083925137,1.696599956,3550.283504,3030.283504,2900.283504,2510.283504,2250.283504,9291.519875,7831.519875,7466.519875,6371.519875,5641.519875,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,165,365,165,165,365,165,27.31297131,247.793334,365,365,365,365,3,FALSE,3
150,Orissa,Rice,,Paddy (Kharif),141,May-21,175,Jun-24,158,35,316,11-Dec,343,12-Sep,329.5,28,Rice,171.5,19.9818483,85.51438459,4903.516175,11.10970237,26.77940201,112.0551313,21.64532089,4.953206416,30.50575467,295.0872476,1,12,5,7,30.08987422,138.6179446,0.422846778,14.11507534,213.8347887,0.044766068,350,2.303724671,197,0.879548342,2.284341434,1.568727603,4765.320553,4077.320553,3905.320553,3389.320553,3045.320553,9766.961214,8306.961214,7941.961214,6846.961214,6116.961214,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,169,365,169,169,365,169,27.70662139,205.7444641,365,365,365,365,3,FALSE,3
151,Orissa,Rice,,Paddy (Kharif),155,06-Apr,196,Jul-15,175.5,42,302,Oct-29,350,Dec-16,326,49,Rice,150.5,21.178946,86.72474233,4534.137847,7.262288693,26.89216817,133.5360733,20.91680025,5.477988171,31.17260521,346.1442814,12,12,5,8,29.8760142,241.7309308,0.305243879,14.24718599,187.3381124,0.053307638,350,2.663099535,227,1.743250529,2.712199712,1.619994069,4195.855006,3591.855006,3440.855006,2987.855006,2685.855006,9771.51765,8311.51765,7946.51765,6851.51765,6121.51765,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,178,365,178,178,365,178,27.78711925,244.0403045,365,365,365,365,3,FALSE,3
152,Orissa,Rice,2,Paddy (Rabi),330,Nov-26,357,Dec-23,343.5,28,85,Mar-26,119,Apr-29,102,35,Rice.2,123.5,20.48084038,86.1686117,5852.662122,10.67707086,27.22367207,125.2759047,21.68609951,5.056664469,31.36701117,323.5652909,12,12,5,8,22.29213654,11.75212341,0.712314741,11.72065659,182.2610407,0.046582675,350,2.475547852,197,0.105029873,2.428317879,1.608802904,3086.433355,2590.433355,2466.433355,2094.433355,1846.433355,9879.470591,8419.470591,8054.470591,6959.470591,6229.470591,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,173,365,173,173,365,173,24.89476319,21.29115344,365,365,365,365,3,TRUE,3X
153,Orissa,Groundnuts,,Groundnut (Rabi),295,Oct-22,329,Nov-25,312,35,29,Jan-29,63,03-Apr,46,35,Groundnuts,99,20.86325374,85.15719179,82.76813736,8.734021057,26.58660128,115.4759138,20.39405441,3.266360398,32.3185451,333.2310075,12,12,5,8,24.09743168,35.20101285,0.640385548,12.02110166,190.0632084,0.03159297,350,2.566785114,197,0.286478547,2.927032478,1.708857491,2141.620689,1745.620689,1646.620689,1349.620689,1151.620689,9601.473167,8141.473167,7776.473167,6681.473167,5951.473167,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,160,365,160,160,365,160,21.63253221,13.49971417,365,365,365,365,3,TRUE,3X
154,Orissa,Groundnuts,,Groundnut (Rabi),337,12-Mar,7,01-Jul,354.5,36,99,04-Sep,126,05-Jun,112.5,28,Groundnuts,123,21.32440199,83.84138369,171.0181005,6.881959074,26.3714297,120.56705,19.69864076,3.714050239,33.29534703,414.1146926,12,12,5,7,19.70679166,4.733036545,0.730075491,11.64207608,179.6915649,0.035684939,349,3.224021882,197,0.04540978,3.350616933,1.820977704,2970.452585,2478.452585,2355.452585,1986.452585,1740.452585,9482.237995,8022.237995,7657.237995,6562.237995,5832.237995,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,140,365,140,140,365,140,24.25929102,18.04224573,365,365,365,365,3,TRUE,3X
